unit_id,time,year,group,first_treat,treated,Y,rel_time
5,16,2016,Jamais_traite,,0,2.1450331194250567,
5,17,2017,Jamais_traite,,0,1.2936906165903335,
5,18,2018,Jamais_traite,,0,2.0023894436442493,
5,19,2019,Jamais_traite,,0,-0.6625141811710678,
5,20,2020,Jamais_traite,,0,-0.27316478890642193,
5,21,2021,Jamais_traite,,0,4.832889196791795,
5,22,2022,Jamais_traite,,0,3.3582598356685054,
5,23,2023,Jamais_traite,,0,0.6419821980612768,
5,24,2024,Jamais_traite,,0,4.0826371545523665,
6,1,2001,Jamais_traite,,0,6.1707578840269655,
6,2,2002,Jamais_traite,,0,1.675972998564197,
6,3,2003,Jamais_traite,,0,0.640787372057078,
6,4,2004,Jamais_traite,,0,2.5499736929164247,
6,5,2005,Jamais_traite,,0,1.6788560273668116,
6,6,2006,Jamais_traite,,0,5.0078533823209215,
6,7,2007,Jamais_traite,,0,3.6851172118972304,
6,8,2008,Jamais_traite,,0,4.434074099563007,
6,9,2009,Jamais_traite,,0,3.2686642155835774,
6,10,2010,Jamais_traite,,0,5.373134895357637,
6,11,2011,Jamais_traite,,0,3.530107304661855,
6,12,2012,Jamais_traite,,0,6.330293366980542,
6,13,2013,Jamais_traite,,0,4.982183426214357,
6,14,2014,Jamais_traite,,0,4.082301040264204,
6,15,2015,Jamais_traite,,0,6.7588570972315996,
6,16,2016,Jamais_traite,,0,5.085465906832487,
6,17,2017,Jamais_traite,,0,10.4760438723303,
6,18,2018,Jamais_traite,,0,9.106570186403545,
6,19,2019,Jamais_traite,,0,8.158663867965336,
6,20,2020,Jamais_traite,,0,8.63835384642436,
6,21,2021,Jamais_traite,,0,8.016778145940071,
6,22,2022,Jamais_traite,,0,3.7615885111379574,
6,23,2023,Jamais_traite,,0,11.323314702237052,
6,24,2024,Jamais_traite,,0,7.780898074625079,
7,1,2001,Jamais_traite,,0,2.789768453871784,
7,2,2002,Jamais_traite,,0,2.668802568529376,
7,3,2003,Jamais_traite,,0,2.494848289016448,
7,4,2004,Jamais_traite,,0,3.5052753457122363,
7,5,2005,Jamais_traite,,0,5.296066583756954,
7,6,2006,Jamais_traite,,0,4.454166210080875,
7,7,2007,Jamais_traite,,0,2.107670646202568,
7,8,2008,Jamais_traite,,0,3.9664445192322844,
7,9,2009,Jamais_traite,,0,6.2742062166093095,
7,10,2010,Jamais_traite,,0,8.211986474550145,
7,11,2011,Jamais_traite,,0,7.5943123630077425,
7,12,2012,Jamais_traite,,0,7.242386980273878,
7,13,2013,Jamais_traite,,0,4.964806117805223,
7,14,2014,Jamais_traite,,0,9.504697870607725,
7,15,2015,Jamais_traite,,0,7.18203637141563,
7,16,2016,Jamais_traite,,0,7.389495209973994,
7,17,2017,Jamais_traite,,0,10.780307826040543,
7,18,2018,Jamais_traite,,0,10.828152199003137,
7,19,2019,Jamais_traite,,0,9.59429455908736,
7,20,2020,Jamais_traite,,0,7.5043808082383,
7,21,2021,Jamais_traite,,0,8.28625433907032,
7,22,2022,Jamais_traite,,0,6.499018217505572,
7,23,2023,Jamais_traite,,0,10.639653376729187,
7,24,2024,Jamais_traite,,0,10.837009619724332,
8,1,2001,Jamais_traite,,0,2.694305035987312,
8,2,2002,Jamais_traite,,0,7.694331926324621,
8,3,2003,Jamais_traite,,0,2.866864664668535,
8,4,2004,Jamais_traite,,0,1.5303057080514515,
8,5,2005,Jamais_traite,,0,3.476412399384966,
8,6,2006,Jamais_traite,,0,6.686084150106957,
8,7,2007,Jamais_traite,,0,4.291393965295958,
8,8,2008,Jamais_traite,,0,4.5855715898667135,
8,9,2009,Jamais_traite,,0,3.886169266874881,
8,10,2010,Jamais_traite,,0,9.217444654664517,
8,11,2011,Jamais_traite,,0,5.029852858314371,
8,12,2012,Jamais_traite,,0,4.860348669608222,
8,13,2013,Jamais_traite,,0,7.065111414147018,
8,14,2014,Jamais_traite,,0,6.4296056282776535,
8,15,2015,Jamais_traite,,0,7.022675318916342,
8,16,2016,Jamais_traite,,0,10.893932236511587,
8,17,2017,Jamais_traite,,0,8.42134612874561,
8,18,2018,Jamais_traite,,0,9.84705821260519,
8,19,2019,Jamais_traite,,0,8.212141797098724,
8,20,2020,Jamais_traite,,0,9.778163045789437,
8,21,2021,Jamais_traite,,0,11.500819864400759,
8,22,2022,Jamais_traite,,0,11.324229365036327,
8,23,2023,Jamais_traite,,0,9.921721433236085,
8,24,2024,Jamais_traite,,0,9.272899045617145,
9,1,2001,Jamais_traite,,0,0.5054302805191205,
9,2,2002,Jamais_traite,,0,0.3259813190044489,
9,3,2003,Jamais_traite,,0,-1.5798789499596455,
9,4,2004,Jamais_traite,,0,3.3007469255714077,
9,5,2005,Jamais_traite,,0,-1.17476795733598,
9,6,2006,Jamais_traite,,0,0.182423310370059,
9,7,2007,Jamais_traite,,0,1.3485380421648578,
9,8,2008,Jamais_traite,,0,2.6462789120327215,
9,9,2009,Jamais_traite,,0,3.328843430171795,
9,10,2010,Jamais_traite,,0,1.8542040548648198,
9,11,2011,Jamais_traite,,0,2.760262964307267,
9,12,2012,Jamais_traite,,0,2.9177161482817753,
9,13,2013,Jamais_traite,,0,0.8010117872213907,
9,14,2014,Jamais_traite,,0,4.643998980170957,
9,15,2015,Jamais_traite,,0,3.2101317182469464,
9,16,2016,Jamais_traite,,0,6.171969723873605,
9,17,2017,Jamais_traite,,0,6.13380185434,
9,18,2018,Jamais_traite,,0,8.984180826325947,
9,19,2019,Jamais_traite,,0,7.451617977047316,
9,20,2020,Jamais_traite,,0,9.070395752778158,
9,21,2021,Jamais_traite,,0,9.38815881588572,
9,22,2022,Jamais_traite,,0,8.757411970407496,
9,23,2023,Jamais_traite,,0,7.382172927637037,
9,24,2024,Jamais_traite,,0,10.950868873018264,
10,1,2001,Jamais_traite,,0,-0.557832884244871,
10,2,2002,Jamais_traite,,0,-2.8109570624965476,
10,3,2003,Jamais_traite,,0,0.6485925847534882,
10,4,2004,Jamais_traite,,0,-3.111357835996147,
10,5,2005,Jamais_traite,,0,-2.0907357618746514,
10,6,2006,Jamais_traite,,0,1.021731517036907,
10,7,2007,Jamais_traite,,0,0.7064697765703131,
10,8,2008,Jamais_traite,,0,2.1540385348674946,
10,9,2009,Jamais_traite,,0,0.2812914577049779,
10,10,2010,Jamais_traite,,0,1.1608904778162747,
10,11,2011,Jamais_traite,,0,1.8216635870696032,
10,12,2012,Jamais_traite,,0,2.249297729779,
10,13,2013,Jamais_traite,,0,-1.0023902248245709,
10,14,2014,Jamais_traite,,0,1.1975935591192952,
10,15,2015,Jamais_traite,,0,4.6663688258804,
10,16,2016,Jamais_traite,,0,0.028322333955702383,
10,17,2017,Jamais_traite,,0,4.86470128419222,
10,18,2018,Jamais_traite,,0,3.3881323678331796,
10,19,2019,Jamais_traite,,0,5.248331514036298,
10,20,2020,Jamais_traite,,0,2.8979680044453455,
10,21,2021,Jamais_traite,,0,4.252030323613469,
10,22,2022,Jamais_traite,,0,0.5008391785919297,
10,23,2023,Jamais_traite,,0,4.813759843920745,
10,24,2024,Jamais_traite,,0,7.576466604491641,
11,1,2001,Jamais_traite,,0,-4.8133774728033,
11,2,2002,Jamais_traite,,0,-3.4445310945109684,
11,3,2003,Jamais_traite,,0,-7.436564230340105,
11,4,2004,Jamais_traite,,0,-0.45328657293686003,
11,5,2005,Jamais_traite,,0,-3.8672338808188025,
11,6,2006,Jamais_traite,,0,-2.2529321751671656,
11,7,2007,Jamais_traite,,0,-4.379830343564023,
11,8,2008,Jamais_traite,,0,-3.3318995390820385,
11,9,2009,Jamais_traite,,0,1.602191082002544,
11,10,2010,Jamais_traite,,0,-1.559799163631639,
11,11,2011,Jamais_traite,,0,1.2531900490098429,
11,12,2012,Jamais_traite,,0,-0.14406332019494006,
11,13,2013,Jamais_traite,,0,1.188929374709355,
11,14,2014,Jamais_traite,,0,0.21906239886488588,
11,15,2015,Jamais_traite,,0,1.5287066445376551,
11,16,2016,Jamais_traite,,0,6.587361572604536,
11,17,2017,Jamais_traite,,0,3.8066364497483205,
11,18,2018,Jamais_traite,,0,4.1449060030816325,
11,19,2019,Jamais_traite,,0,1.1839205320305277,
11,20,2020,Jamais_traite,,0,5.370050500075081,
11,21,2021,Jamais_traite,,0,5.766452804096101,
11,22,2022,Jamais_traite,,0,0.043372821290145414,
11,23,2023,Jamais_traite,,0,1.0308778835294037,
11,24,2024,Jamais_traite,,0,8.524844211153127,
12,1,2001,Jamais_traite,,0,2.9947136382734847,
12,2,2002,Jamais_traite,,0,4.10347900506941,
12,3,2003,Jamais_traite,,0,4.966243793427455,
12,4,2004,Jamais_traite,,0,2.195294231707764,
12,5,2005,Jamais_traite,,0,7.263482881965958,
12,6,2006,Jamais_traite,,0,4.100537066771941,
12,7,2007,Jamais_traite,,0,1.6790570609613031,
12,8,2008,Jamais_traite,,0,2.791484192711147,
12,9,2009,Jamais_traite,,0,4.30273500654053,
12,10,2010,Jamais_traite,,0,3.951899663599331,
12,11,2011,Jamais_traite,,0,4.339604359757036,
12,12,2012,Jamais_traite,,0,6.09127931332345,
12,13,2013,Jamais_traite,,0,-0.8190648569354968,
12,14,2014,Jamais_traite,,0,4.926299752715591,
12,15,2015,Jamais_traite,,0,7.827071621420297,
12,16,2016,Jamais_traite,,0,7.7882286047808975,
12,17,2017,Jamais_traite,,0,6.3915458902047995,
12,18,2018,Jamais_traite,,0,7.136223239125832,
12,19,2019,Jamais_traite,,0,9.668817670230363,
12,20,2020,Jamais_traite,,0,8.104778735039302,
12,21,2021,Jamais_traite,,0,7.239643913235,
12,22,2022,Jamais_traite,,0,12.410985163828588,
12,23,2023,Jamais_traite,,0,8.303801690471909,
12,24,2024,Jamais_traite,,0,10.941788077813559,
13,1,2001,Jamais_traite,,0,-1.4795776835843475,
13,2,2002,Jamais_traite,,0,-1.1979404637382556,
13,3,2003,Jamais_traite,,0,4.42683812189413,
13,4,2004,Jamais_traite,,0,-1.0902349345889866,
13,5,2005,Jamais_traite,,0,2.236946605234685,
13,6,2006,Jamais_traite,,0,0.23248295172966493,
13,7,2007,Jamais_traite,,0,1.493815801981606,
13,8,2008,Jamais_traite,,0,2.3773112389344453,
13,9,2009,Jamais_traite,,0,-0.14593307372156916,
13,10,2010,Jamais_traite,,0,5.526161201321897,
13,11,2011,Jamais_traite,,0,2.893677725728772,
13,12,2012,Jamais_traite,,0,6.43590728631138,
13,13,2013,Jamais_traite,,0,2.426293664956788,
13,14,2014,Jamais_traite,,0,6.853495900787895,
13,15,2015,Jamais_traite,,0,9.140947212149271,
13,16,2016,Jamais_traite,,0,5.641374730012771,
13,17,2017,Jamais_traite,,0,5.004801882824813,
13,18,2018,Jamais_traite,,0,7.8887269462649545,
13,19,2019,Jamais_traite,,0,6.215564916105955,
13,20,2020,Jamais_traite,,0,6.726324236051698,
13,21,2021,Jamais_traite,,0,6.6051259916195555,
13,22,2022,Jamais_traite,,0,6.087989606808069,
13,23,2023,Jamais_traite,,0,8.437365947019174,
13,24,2024,Jamais_traite,,0,7.344716535373161,
14,1,2001,Jamais_traite,,0,-1.9680885399072028,
14,2,2002,Jamais_traite,,0,3.6954113316067474,
14,3,2003,Jamais_traite,,0,-0.6395787767497847,
14,4,2004,Jamais_traite,,0,-2.2984601401390026,
14,5,2005,Jamais_traite,,0,-1.4680982265190528,
14,6,2006,Jamais_traite,,0,1.3122188495708065,
14,7,2007,Jamais_traite,,0,-1.4713320719469754,
14,8,2008,Jamais_traite,,0,-2.1262044879279056,
14,9,2009,Jamais_traite,,0,4.340518461499236,
14,10,2010,Jamais_traite,,0,-1.2751847533551512,
14,11,2011,Jamais_traite,,0,4.237238192603113,
14,12,2012,Jamais_traite,,0,2.2372150304814094,
14,13,2013,Jamais_traite,,0,0.11932500499931731,
14,14,2014,Jamais_traite,,0,6.311201945758375,
14,15,2015,Jamais_traite,,0,2.01422988174653,
14,16,2016,Jamais_traite,,0,1.1418858303438668,
14,17,2017,Jamais_traite,,0,4.378428023931654,
14,18,2018,Jamais_traite,,0,7.452876381053079,
14,19,2019,Jamais_traite,,0,5.250067312939306,
14,20,2020,Jamais_traite,,0,6.747481097804766,
14,21,2021,Jamais_traite,,0,8.303481995978801,
14,22,2022,Jamais_traite,,0,5.623439208748169,
14,23,2023,Jamais_traite,,0,6.289930399096997,
14,24,2024,Jamais_traite,,0,5.61608099890965,
15,1,2001,Jamais_traite,,0,-0.6759003374290096,
15,2,2002,Jamais_traite,,0,-7.330804260185343,
15,3,2003,Jamais_traite,,0,0.2738518009224542,
15,4,2004,Jamais_traite,,0,-2.614106647251202,
15,5,2005,Jamais_traite,,0,-4.463543714423586,
15,6,2006,Jamais_traite,,0,-1.5724175148653061,
15,7,2007,Jamais_traite,,0,1.2026023531517174,
15,8,2008,Jamais_traite,,0,-3.019269983124323,
15,9,2009,Jamais_traite,,0,0.3698795729263533,
15,10,2010,Jamais_traite,,0,1.1947310211573885,
15,11,2011,Jamais_traite,,0,-2.857642783186064,
15,12,2012,Jamais_traite,,0,0.9471241764588371,
15,13,2013,Jamais_traite,,0,1.0404297832403464,
15,14,2014,Jamais_traite,,0,-0.2432651227846402,
15,15,2015,Jamais_traite,,0,1.5177074737650318,
15,16,2016,Jamais_traite,,0,0.16119107122095222,
15,17,2017,Jamais_traite,,0,0.8193475916429769,
15,18,2018,Jamais_traite,,0,0.13712446142517232,
15,19,2019,Jamais_traite,,0,2.3801390202236146,
15,20,2020,Jamais_traite,,0,1.9632100762453457,
15,21,2021,Jamais_traite,,0,1.4035553612197829,
15,22,2022,Jamais_traite,,0,0.6229098401098634,
15,23,2023,Jamais_traite,,0,0.5345878309650227,
15,24,2024,Jamais_traite,,0,2.2161698544890345,
16,1,2001,Jamais_traite,,0,5.199148509391421,
16,2,2002,Jamais_traite,,0,3.167109375563316,
16,3,2003,Jamais_traite,,0,4.1213772822678205,
16,4,2004,Jamais_traite,,0,0.6756203369109333,
16,5,2005,Jamais_traite,,0,7.483959815324589,
16,6,2006,Jamais_traite,,0,1.6346639701910015,
16,7,2007,Jamais_traite,,0,4.937395776385579,
16,8,2008,Jamais_traite,,0,7.734940503079195,
16,9,2009,Jamais_traite,,0,4.610085361349494,
16,10,2010,Jamais_traite,,0,3.783939178685454,
16,11,2011,Jamais_traite,,0,5.117836429300327,
16,12,2012,Jamais_traite,,0,7.732313105786953,
16,13,2013,Jamais_traite,,0,8.906821401162404,
16,14,2014,Jamais_traite,,0,8.133202528814738,
16,15,2015,Jamais_traite,,0,4.228191858587488,
16,16,2016,Jamais_traite,,0,5.754487305142021,
16,17,2017,Jamais_traite,,0,8.600311028677583,
16,18,2018,Jamais_traite,,0,6.273540600350849,
16,19,2019,Jamais_traite,,0,7.347860032050276,
16,20,2020,Jamais_traite,,0,13.52278466326902,
16,21,2021,Jamais_traite,,0,6.625771534511527,
16,22,2022,Jamais_traite,,0,11.461315280398583,
16,23,2023,Jamais_traite,,0,7.618217974957423,
16,24,2024,Jamais_traite,,0,9.332487574733683,
17,1,2001,Jamais_traite,,0,-0.6468236362207781,
17,2,2002,Jamais_traite,,0,2.1981386307211377,
17,3,2003,Jamais_traite,,0,2.49353850690368,
17,4,2004,Jamais_traite,,0,1.7315503985704845,
17,5,2005,Jamais_traite,,0,-0.7783067108184926,
17,6,2006,Jamais_traite,,0,1.4797339208814129,
17,7,2007,Jamais_traite,,0,1.5277978729096549,
17,8,2008,Jamais_traite,,0,2.957589471342414,
17,9,2009,Jamais_traite,,0,4.946910085505734,
17,10,2010,Jamais_traite,,0,0.4062355837076006,
17,11,2011,Jamais_traite,,0,5.808835370784509,
17,12,2012,Jamais_traite,,0,2.5824619644659625,
17,13,2013,Jamais_traite,,0,2.9400395250364406,
17,14,2014,Jamais_traite,,0,1.761339953869697,
17,15,2015,Jamais_traite,,0,3.4853394545926943,
17,16,2016,Jamais_traite,,0,3.9004014518574404,
17,17,2017,Jamais_traite,,0,2.978392772455857,
17,18,2018,Jamais_traite,,0,5.497009970280928,
17,19,2019,Jamais_traite,,0,5.325087575620445,
17,20,2020,Jamais_traite,,0,5.4719163279946965,
17,21,2021,Jamais_traite,,0,7.5531225854636075,
17,22,2022,Jamais_traite,,0,4.344734602240335,
17,23,2023,Jamais_traite,,0,8.517857698907248,
17,24,2024,Jamais_traite,,0,6.895876929457277,
18,1,2001,Jamais_traite,,0,0.9789995080918716,
18,2,2002,Jamais_traite,,0,0.6380682470149011,
18,3,2003,Jamais_traite,,0,4.087941053108031,
18,4,2004,Jamais_traite,,0,-0.8664264232030132,
18,5,2005,Jamais_traite,,0,4.7161437235656525,
18,6,2006,Jamais_traite,,0,0.761946874598241,
18,7,2007,Jamais_traite,,0,4.913912183194837,
18,8,2008,Jamais_traite,,0,3.913953361116218,
18,9,2009,Jamais_traite,,0,1.9103352639294064,
18,10,2010,Jamais_traite,,0,7.901791972171608,
18,11,2011,Jamais_traite,,0,1.1758622440260127,
18,12,2012,Jamais_traite,,0,3.96831774647643,
18,13,2013,Jamais_traite,,0,5.01481930244811,
18,14,2014,Jamais_traite,,0,6.379172901088507,
18,15,2015,Jamais_traite,,0,5.231079940345714,
18,16,2016,Jamais_traite,,0,7.11240570800848,
18,17,2017,Jamais_traite,,0,7.523264793371389,
18,18,2018,Jamais_traite,,0,7.302548512956281,
18,19,2019,Jamais_traite,,0,4.380619100792353,
18,20,2020,Jamais_traite,,0,6.762081764785391,
18,21,2021,Jamais_traite,,0,8.95693266178765,
18,22,2022,Jamais_traite,,0,5.218476892958091,
18,23,2023,Jamais_traite,,0,8.117448720270577,
18,24,2024,Jamais_traite,,0,4.328420439854067,
19,1,2001,Jamais_traite,,0,0.11715942395604317,
19,2,2002,Jamais_traite,,0,-5.976259580386877,
19,3,2003,Jamais_traite,,0,-1.3553174547022049,
19,4,2004,Jamais_traite,,0,-0.14236385509699723,
19,5,2005,Jamais_traite,,0,0.11319934222249839,
19,6,2006,Jamais_traite,,0,1.3809487387694421,
19,7,2007,Jamais_traite,,0,1.3126015644595017,
19,8,2008,Jamais_traite,,0,0.6119422523511119,
19,9,2009,Jamais_traite,,0,1.9958239016060544,
19,10,2010,Jamais_traite,,0,0.3613563332926392,
19,11,2011,Jamais_traite,,0,0.42320164743073146,
19,12,2012,Jamais_traite,,0,-2.301165024571174,
19,13,2013,Jamais_traite,,0,1.8454657121832596,
19,14,2014,Jamais_traite,,0,4.777529153810876,
19,15,2015,Jamais_traite,,0,0.18977445715272867,
19,16,2016,Jamais_traite,,0,0.08202095504019402,
19,17,2017,Jamais_traite,,0,3.694612203188983,
19,18,2018,Jamais_traite,,0,6.413357245019036,
19,19,2019,Jamais_traite,,0,5.560263716890558,
19,20,2020,Jamais_traite,,0,1.3585953887420223,
19,21,2021,Jamais_traite,,0,4.959385106923044,
19,22,2022,Jamais_traite,,0,3.14634692202972,
19,23,2023,Jamais_traite,,0,5.357777132443603,
19,24,2024,Jamais_traite,,0,0.8171779790677185,
20,1,2001,Jamais_traite,,0,3.504077664710104,
20,2,2002,Jamais_traite,,0,2.7759172119415987,
20,3,2003,Jamais_traite,,0,2.5219438741726314,
20,4,2004,Jamais_traite,,0,4.9178055548790525,
20,5,2005,Jamais_traite,,0,3.3980702675202177,
20,6,2006,Jamais_traite,,0,3.923727503135461,
20,7,2007,Jamais_traite,,0,5.972260583832612,
20,8,2008,Jamais_traite,,0,4.96370942161946,
20,9,2009,Jamais_traite,,0,4.393582066044983,
20,10,2010,Jamais_traite,,0,7.814195633364536,
20,11,2011,Jamais_traite,,0,4.759626846104334,
20,12,2012,Jamais_traite,,0,6.622914742888838,
20,13,2013,Jamais_traite,,0,8.442481118184844,
20,14,2014,Jamais_traite,,0,9.596375271267595,
20,15,2015,Jamais_traite,,0,9.551972389928075,
20,16,2016,Jamais_traite,,0,11.20098352091587,
20,17,2017,Jamais_traite,,0,9.06809010398262,
20,18,2018,Jamais_traite,,0,8.014147024854003,
20,19,2019,Jamais_traite,,0,11.909163540722748,
20,20,2020,Jamais_traite,,0,12.608721589708553,
20,21,2021,Jamais_traite,,0,8.926601601911143,
20,22,2022,Jamais_traite,,0,11.32723588535409,
20,23,2023,Jamais_traite,,0,9.513612527671908,
20,24,2024,Jamais_traite,,0,7.683962009157516,
21,1,2001,Jamais_traite,,0,4.058807332421235,
21,2,2002,Jamais_traite,,0,7.235216800854712,
21,3,2003,Jamais_traite,,0,8.175285544620113,
21,4,2004,Jamais_traite,,0,3.303468686948082,
21,5,2005,Jamais_traite,,0,2.8643446107257695,
21,6,2006,Jamais_traite,,0,2.231138706983763,
21,7,2007,Jamais_traite,,0,5.386304398824011,
21,8,2008,Jamais_traite,,0,5.078648658804123,
21,9,2009,Jamais_traite,,0,7.238988383847152,
21,10,2010,Jamais_traite,,0,6.681302301409737,
21,11,2011,Jamais_traite,,0,5.347782181287053,
21,12,2012,Jamais_traite,,0,6.596902783225615,
21,13,2013,Jamais_traite,,0,4.578008548435084,
21,14,2014,Jamais_traite,,0,10.88570150207174,
21,15,2015,Jamais_traite,,0,6.806533130712629,
21,16,2016,Jamais_traite,,0,9.83219329895551,
21,17,2017,Jamais_traite,,0,8.382612581887209,
21,18,2018,Jamais_traite,,0,10.472189640786482,
21,19,2019,Jamais_traite,,0,10.593214564823066,
21,20,2020,Jamais_traite,,0,9.997888363277987,
21,21,2021,Jamais_traite,,0,8.61486936021073,
21,22,2022,Jamais_traite,,0,15.295232305889225,
21,23,2023,Jamais_traite,,0,10.591831472088991,
21,24,2024,Jamais_traite,,0,12.655095712610803,
22,1,2001,Jamais_traite,,0,2.525574370434733,
22,2,2002,Jamais_traite,,0,0.7205414353761528,
22,3,2003,Jamais_traite,,0,2.074697607841946,
